dex,name,type_1,type_2,total,hp,attack,defense,sp_atk,sp_def,speed,height_m,weight_kgs,bmi,is_legendary,is_mythical,is_paradox,is_ultra_beast,is_special,category,generation,has_bug,has_dark,has_dragon,has_electric,has_fairy,has_fighting,has_fire,has_flying,has_ghost,has_grass,has_ground,has_ice,has_normal,has_poison,has_psychic,has_rock,has_steel,has_water,is_dual_type,idx1,idx2,def_type,defense_score,eff_atk,eff_def,eff_spd,eff_atk_s,eff_def_s,eff_spd_s,bst_score,offensive_rating,defensive_rating,total_rating,tier,role
809,Melmetal,Steel,NA,600,135,143,143,80,65,34,2.5,800,128,FALSE,TRUE,FALSE,FALSE,TRUE,Mythical,Gen 7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,FALSE,17,NA,Steel,100,143,13015.428344852888,0.3403846153846154,0.6620370370370371,0.2041635818800453,0.22692307692307692,29.63099596728616,56.16324241583139,68.50314415462947,62.33319328523043,B,Defensive
812,Rillaboom,Grass,NA,530,100,125,90,60,70,85,2.1,90,20.4,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,5,NA,Grass,16.666666666666664,125,7937.253933193771,0.43108974358974356,0.5787037037037037,0.12450594405009838,0.28739316239316237,22.977700672466362,47.983283345313964,34.438065551890944,41.210674448602454,D,Offensive
815,Cinderace,Fire,NA,530,80,116,75,65,75,119,1.4,33,16.8,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 8,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2,NA,Fire,50,116,6000,0.7471153846153846,0.5370370370370371,0.09411764705882353,0.4980769230769231,22.240555621784797,50.870218769095004,42.72160137341878,46.79591007125689,C,Balanced
818,Inteleon,Water,NA,530,70,85,65,125,65,120,1.9,45.2,12.5,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,3,NA,Water,41.66666666666667,125,4550,0.7564102564102564,0.5787037037037037,0.07137254901960784,0.5042735042735043,19.25035136485859,49.14226187265145,36.9355147635514,43.03888831810143,D,Offensive
820,Greedent,Normal,NA,460,120,95,95,55,75,20,0.6,6,16.7,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,FALSE,1,NA,Normal,33.33333333333333,95,10129.16580968048,0.3269230769230769,0.4398148148148148,0.15888887544596833,0.21794871794871795,13.4951265131967,32.87367344108618,29.947348412788827,31.410510926937505,F,Balanced
823,Corviknight,Flying,Steel,495,98,87,105,53,85,67,2.2,75,15.5,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,10,17,Flying/Steel,92.3076923076923,87,9258.27737756868,0.3721153846153846,0.4027777777777778,0.14522788043244989,0.24807692307692308,18.80143792941713,37.70998469919132,52.39588141877029,45.0529330589808,C,Defensive
826,Orbeetle,Bug,Psychic,505,60,45,110,80,120,90,0.4,40.8,255,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 8,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,12,11,Psychic/Bug,15.384615384615385,80,6893.475175845634,0.4775641025641026,0.37037037037037035,0.10813294393483347,0.3183760683760684,21.49719381374998,40.89812822949574,30.92999130579282,35.91405976764428,D,Balanced
828,Thievul,Dark,NA,455,70,58,58,87,92,90,1.2,19.9,13.8,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 8,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,16,NA,Dark,33.33333333333333,87,5113.355062969908,0.4775641025641026,0.4027777777777778,0.0802094911838417,0.3183760683760684,12.443843280921815,32.64945920238384,26.78553773600068,29.717498469192257,F,Balanced
830,Eldegoss,Grass,NA,460,60,50,90,80,120,60,0.5,2.5,10,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,5,NA,Grass,16.666666666666664,80,6235.382907247958,0.36538461538461536,0.37037037037037035,0.09780992795683072,0.24358974358974358,14.17374775096818,31.717872275974123,23.743408244154338,27.73064026006423,F,Balanced
832,Dubwool,Normal,NA,490,72,80,100,60,90,88,1.3,43,25.4,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,FALSE,1,NA,Normal,33.33333333333333,80,6830.519745963699,0.45897435897435895,0.37037037037037035,0.10714540777982273,0.30598290598290595,17.02229932753364,36.11987262891343,31.816011336471608,33.967941982692516,F,Balanced
834,Drednaw,Water,Rock,485,90,115,90,48,68,74,1,115.5,115.5,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,3,13,Water/Rock,30.76923076923077,115,7040.73859761886,0.3788461538461539,0.5324074074074074,0.11044295839402132,0.2525641025641026,18.05615565667463,40.75257409079944,33.13200033334482,36.94228721207213,D,Balanced
836,Boltund,Electric,NA,490,69,90,60,90,60,121,1,34,34,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 8,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,4,NA,Electric,41.66666666666667,108,4140,0.7657051282051281,0.5,0.06494117647058824,0.5104700854700854,15.29008500923004,42.931014119335615,32.348673244524164,37.63984368192989,D,Offensive
839,Coalossal,Rock,Fire,510,110,80,120,80,90,30,2.8,310.5,39.6,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,13,2,Fire/Rock,38.46153846153847,96,11431.53532995459,0.33653846153846156,0.4444444444444444,0.17931820125418965,0.22435897435897437,19.400179935223598,39.19403786069745,37.90894497045235,38.5514914155749,D,Balanced
841,Flapple,Grass,Dragon,485,70,110,80,95,60,70,0.3,1,11.1,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 8,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,5,15,Grass/Dragon,7.6923076923076925,110,4849.742261192857,0.375,0.5092592592592593,0.07607438841086835,0.25,11.562019894999843,33.29624400324283,18.751053080108548,26.02364854167569,F,Offensive
842,Appletun,Grass,Dragon,485,110,85,80,100,80,30,0.4,13,81.3,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 8,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,5,15,Grass/Dragon,7.6923076923076925,100,8800,0.33653846153846156,0.46296296296296297,0.1380392156862745,0.22435897435897437,12.832852032984281,32.9345916006062,21.231263294924954,27.082927447765577,F,Offensive
844,Sandaconda,Ground,NA,510,72,107,125,65,70,71,3.8,65.5,4.5,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,FALSE,9,NA,Ground,33.33333333333333,107,6734.983296193094,0.37596153846153846,0.49537037037037035,0.10564679680302894,0.25064102564102564,19.25035136485859,40.760727872172495,34.758096710353506,37.759412291263004,D,Balanced
845,Cramorant,Flying,Water,475,70,85,55,85,95,85,0.8,18,28.1,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,10,3,Water/Flying,53.84615384615385,102,5059.891303180337,0.43108974358974356,0.4722222222222222,0.07937084397145626,0.28739316239316237,13.764686351687452,35.30501397961875,34.65676609418189,34.98089003690032,F,Balanced
847,Barraskewda,Water,NA,490,61,123,60,60,50,136,1.3,30,17.8,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,3,NA,Water,41.66666666666667,123,3341.1076007815136,0.905128205128205,0.5694444444444444,0.05240953099265119,0.6034188034188034,17.02229932753364,48.90214112887416,34.19679473802394,41.54946793344905,D,Offensive
849,ToxtricityAmped Form,Electric,Poison,502,75,98,70,114,70,75,1.6,40,15.6,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 8,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,4,8,Electric/Poison,69.23076923076923,114,5250,0.3798076923076923,0.5277777777777778,0.08235294117647059,0.2532051282051282,13.361322929927189,35.76569698724242,39.273690954059916,37.51969397065117,D,Balanced
849,ToxtricityLow Key Form,Electric,Poison,502,75,98,70,114,70,75,1.6,40,15.6,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 8,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,4,8,Electric/Poison,69.23076923076923,114,5250,0.3798076923076923,0.5277777777777778,0.08235294117647059,0.2532051282051282,13.361322929927189,35.76569698724242,39.273690954059916,37.51969397065117,D,Balanced
851,Centiskorch,Fire,Bug,525,100,115,65,90,90,65,3,120,13.3,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 8,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,12,Fire/Bug,46.15384615384615,115,7648.529270389177,0.3701923076923077,0.5324074074074074,0.11997692973159493,0.2467948717948718,17.759444378215203,40.374605101903924,37.67948898237177,39.02704704213785,D,Balanced
853,Grapploct,Fighting,NA,480,80,118,90,70,80,42,1.6,39,15.2,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 8,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,7,NA,Fighting,25,118,6788.2250993908565,0.34807692307692306,0.5462962962962963,0.10648196234338599,0.23205128205128203,14.17374775096818,36.77075918314815,27.507092624987223,32.13892590406769,F,Balanced
855,Polteageist,Ghost,NA,508,60,65,65,134,114,70,0.2,0.4,10,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 8,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,14,NA,Ghost,58.333333333333336,134,5164.881411997762,0.375,0.6203703703703703,0.08101774763918058,0.25,18.95096362511725,44.04818122206345,42.1176117906798,43.082896506371625,D,Balanced
858,Hatterene,Psychic,Fairy,510,57,90,95,136,103,29,2.1,5.1,1.2,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 8,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,11,18,Psychic/Fairy,30.76923076923077,136,5638.392058025053,0.3355769230769231,0.6296296296296297,0.08844536561607927,0.22371794871794873,15.574430642031121,40.36322249384726,30.705666425364033,35.534444459605645,D,Balanced
861,Grimmsnarl,Dark,Fairy,510,95,120,65,95,75,60,1.5,61,27.1,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 8,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,16,18,Dark/Fairy,38.46153846153847,120,6633.014020790248,0.36538461538461536,0.5555555555555556,0.10404727875749409,0.24358974358974358,14.86735246818535,38.004456653550825,32.23628203016008,35.12036934185545,D,Balanced
862,Obstagoon,Dark,Normal,520,93,90,101,60,81,95,1.6,46,18,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 8,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,16,1,Normal/Dark,23.076923076923077,90,8411.745894878184,0.5240384615384616,0.4166666666666667,0.13194895521377545,0.3493589743589744,21.49719381374998,43.17350292964802,34.08704566195752,38.63027429580277,D,Balanced
863,Perrserker,Steel,NA,440,70,110,100,50,60,50,0.8,28,43.8,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,FALSE,17,NA,Steel,100,110,5422.176684690384,0.3557692307692308,0.5092592592592593,0.0850537519167119,0.2371794871794872,11.562019894999843,33.04242787658559,46.65886549655648,39.85064668657104,D,Defensive
864,Cursola,Ghost,NA,510,60,95,50,145,130,30,1,0.4,0.4,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 8,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,14,NA,Ghost,58.333333333333336,145,4837.35464897913,0.33653846153846156,0.6712962962962963,0.07588007292516281,0.22435897435897437,14.86735246818535,40.8461371792406,38.21625199616704,39.53119458770382,D,Balanced
865,Sirfetch'd,Fighting,NA,507,62,135,95,68,82,65,0.8,117,182.8,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 8,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,7,NA,Fighting,25,135,5472.180552576825,0.3701923076923077,0.625,0.08583812631493058,0.2467948717948718,18.353733273990876,43.541838954957385,31.66384830554921,37.6028436302533,D,Offensive
866,Mr. Rime,Ice,Psychic,520,80,85,75,110,100,70,1.5,58.2,25.9,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,6,11,Ice/Psychic,0,110,6928.203230275509,0.375,0.5092592592592593,0.10867769772981191,0.25,17.759444378215203,39.68928834237185,23.423264679286245,31.55627651082905,F,Offensive
867,Runerigus,Ground,Ghost,483,58,95,145,50,105,30,1.6,66.6,26,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,9,14,Ground/Ghost,38.46153846153847,95,7156.598353966779,0.33653846153846156,0.4398148148148148,0.11226036633673378,0.22435897435897437,17.463728549512258,36.71635057659249,34.335327768944296,35.52583917276839,D,Balanced
869,Alcremie,Fairy,NA,495,65,60,75,110,121,64,0.3,0.5,5.6,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 8,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,18,NA,Fairy,50,110,6192.081637058736,0.3692307692307692,0.5092592592592593,0.0971306923460194,0.24615384615384614,17.759444378215203,39.5276986177614,38.14613655007523,38.836917583918314,D,Balanced
870,Falinks,Fighting,NA,470,65,100,100,70,60,75,3,62,6.9,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 8,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,7,NA,Fighting,25,100,5034.878350069642,0.3798076923076923,0.46296296296296297,0.07897848392266105,0.2532051282051282,12.832852032984281,33.27253490233221,25.006113424905926,29.13932416361907,F,Balanced
871,Pincurchin,Electric,NA,435,48,101,95,91,85,15,0.3,1,11.1,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 8,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,4,NA,Electric,41.66666666666667,115.19999999999999,4313.328181346743,0.3221153846153846,0.5333333333333333,0.06766004990347832,0.21474358974358973,8.05964980380835,29.61945625707537,25.383491001491834,27.501473629283602,F,Balanced
873,Frosmoth,Ice,Bug,475,70,65,60,125,90,65,1.3,42,24.9,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 8,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,6,12,Ice/Bug,7.6923076923076925,125,5143.928459844675,0.3701923076923077,0.5787037037037037,0.08068907387991647,0.2467948717948718,14.17374775096818,37.94207022843572,21.890200054000708,29.916135141218213,F,Offensive
874,Stonjourner,Rock,NA,470,100,125,135,20,20,70,2.5,520,83.2,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,FALSE,13,NA,Rock,16.666666666666664,125,5196.152422706632,0.375,0.5787037037037037,0.08150827329735894,0.25,20,43.85016075089527,30.428420781358838,37.139290766127054,D,Offensive
875,EiscueIce Face,Ice,NA,470,75,80,110,65,90,50,1.4,89,45.4,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,FALSE,6,NA,Ice,0,80,7462.40577829965,0.3557692307692308,0.37037037037037035,0.1170573455419553,0.2371794871794872,13.4951265131967,31.000889389867233,18.52672502842585,24.76380720914654,F,Offensive
875,EiscueNoice Face,Ice,NA,470,75,80,70,65,50,130,1.4,89,45.4,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,FALSE,6,NA,Ice,0,80,4437.059837324712,0.84935897435897445,0.37037037037037035,0.06960093862470136,0.5662393162393163,13.4951265131967,38.61358684579961,17.387771262411754,28.00067905410568,F,Offensive
876,IndeedeeMale,Psychic,Normal,475,60,65,55,105,95,95,0.9,28,34.6,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,11,1,Normal/Psychic,30.76923076923077,105,4337.049688440288,0.5240384615384616,0.4861111111111111,0.06803215197553393,0.3493589743589744,14.17374775096818,37.549889380770104,27.953955295816893,32.7519223382935,F,Balanced
876,IndeedeeFemale,Psychic,Normal,475,70,55,65,95,105,85,0.9,28,34.6,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,11,1,Normal/Psychic,30.76923076923077,95,5782.949074650407,0.43108974358974356,0.4398148148148148,0.09071292666118286,0.28739316239316237,15.574430642031121,36.21058854387856,29.62119900155763,32.91589377271809,F,Balanced
877,MorpekoFull Belly Mode,Electric,Dark,436,58,95,58,70,58,97,0.3,3,33.3,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 8,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4,16,Electric/Dark,46.15384615384615,95,3364,0.5426282051282051,0.4398148148148148,0.05276862745098039,0.36175213675213674,8.838955688807513,31.03206318000912,26.590445482673776,28.81125433134145,F,Balanced
877,MorpekoHangry Mode,Electric,Dark,436,58,95,58,70,58,97,0.3,3,33.3,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 8,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4,16,Electric/Dark,46.15384615384615,95,3364,0.5426282051282051,0.4398148148148148,0.05276862745098039,0.36175213675213674,8.838955688807513,31.03206318000912,26.590445482673776,28.81125433134145,F,Balanced
879,Copperajah,Steel,NA,500,122,130,69,80,69,30,3,650,72.2,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,FALSE,17,NA,Steel,100,130,8418,0.33653846153846156,0.6018518518518519,0.1320470588235294,0.22435897435897437,15.574430642031121,39.80688393514324,52.35467116490693,46.08077755002509,C,Defensive
880,Dracozolt,Electric,Dragon,505,90,100,90,80,70,75,1.8,190,58.6,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 8,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4,15,Electric/Dragon,46.15384615384615,100,7143.5285398743945,0.3798076923076923,0.46296296296296297,0.11205534964508854,0.2532051282051282,16.29333600183721,36.93148006551971,35.60659601725096,36.26903804138533,D,Balanced
881,Arctozolt,Electric,Ice,505,90,100,90,90,80,55,2.3,150,28.4,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 8,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4,6,Electric/Ice,23.076923076923077,114,7636.753236814713,0.3605769230769231,0.5277777777777778,0.11979220763630923,0.2403846153846154,16.87579068462763,39.19710803300959,29.84054725764264,34.51882764532611,F,Balanced
882,Dracovish,Water,Dragon,505,90,90,100,70,80,75,2.3,215,40.6,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 8,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,3,15,Water/Dragon,38.46153846153847,90,8049.844718999243,0.3798076923076923,0.4166666666666667,0.12627207402351753,0.2532051282051282,17.759444378215203,37.09399989927939,34.82843569324116,35.96121779626027,D,Balanced
883,Arctovish,Water,Ice,505,90,90,100,80,90,55,2,175,43.8,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,3,6,Water/Ice,15.384615384615385,90,8538.149682454623,0.3605769230769231,0.4166666666666667,0.1339317597247784,0.2403846153846154,16.29333600183721,35.36615732941665,26.62308285061651,30.994620090016582,F,Balanced
887,Dragapult,Dragon,Ghost,600,88,120,75,100,75,142,3,50,5.6,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 8,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,15,14,Ghost/Dragon,53.84615384615385,120,6600,0.9608974358974358,0.5555555555555556,0.10352941176470588,0.6405982905982905,27.167147967015715,59.82935007862959,49.139033336548145,54.48419170758886,C,Offensive
888,ZacianHero of Many Battles,Fairy,NA,660,92,120,115,80,115,138,2.8,110,14,TRUE,FALSE,FALSE,FALSE,TRUE,Legendary,Gen 8,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,18,NA,Fairy,50,120,10580,0.9237179487179488,0.5555555555555556,0.1659607843137255,0.6158119658119658,35.01786567250334,67.45978422453955,57.33425782936608,62.397021026952814,B,Offensive
888,ZacianCrowned Sword,Fairy,Steel,700,92,150,115,80,115,148,2.8,355,45.3,TRUE,FALSE,FALSE,FALSE,TRUE,Legendary,Gen 8,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,18,17,Steel/Fairy,100,150,10580,1.0166666666666666,0.6944444444444444,0.1659607843137255,0.6777777777777777,37.102940585539294,75.19870529142165,75.25266607573536,75.2256856835785,S,Balanced
889,ZamazentaHero of Many Battles,Fighting,NA,660,92,120,115,80,115,138,2.9,210,25,TRUE,FALSE,FALSE,FALSE,TRUE,Legendary,Gen 8,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,7,NA,Fighting,25,120,10580,0.9237179487179488,0.5555555555555556,0.1659607843137255,0.6158119658119658,35.01786567250334,67.45978422453955,49.83425782936608,58.647021026952814,B,Offensive
889,ZamazentaCrowned Shield,Fighting,Steel,700,92,120,140,80,140,128,2.9,785,93.3,TRUE,FALSE,FALSE,FALSE,TRUE,Legendary,Gen 8,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,7,17,Fighting/Steel,76.92307692307693,120,12880,0.8307692307692307,0.5555555555555556,0.2020392156862745,0.5538461538461538,37.102940585539294,68.27415023863131,68.3621381722663,68.3181442054488,A,Balanced
890,Eternatus,Poison,Dragon,690,140,85,95,145,95,130,20,950,2.4,TRUE,FALSE,FALSE,FALSE,TRUE,Legendary,Gen 8,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,8,15,Poison/Dragon,53.84615384615385,145,13300,0.84935897435897445,0.6712962962962963,0.20862745098039215,0.5662393162393163,36.43705889057747,71.4174560750923,61.62574164573081,66.52159886041156,A,Balanced
