dex,name,type_1,type_2,total,hp,attack,defense,sp_atk,sp_def,speed,height_m,weight_kgs,bmi,is_legendary,is_special,category,generation,is_dual_type,idx1,idx2,def_type,defensive_score,eff_atk,eff_def,eff_spd,eff_atk_s,eff_def_s,eff_spd_s,bst_score,offensive_rating,defensive_rating,tier,role
795,Pheromosa,Bug,Fighting,570,71,137,37,137,37,151,1.8,25,7.7,FALSE,TRUE,Ultra Beast,Gen 7,TRUE,12,7,Fighting/Bug,26.55,164.4,2627,1.0445512820512821,0.7611111111111112,0.11343624288416246,0.6963675213675214,21.55684400021861,61.783615303677436,36.810980496105174,A,Offensive
796,Xurkitree,Electric,NA,570,83,89,71,173,71,83,3.8,100,6.9,FALSE,TRUE,Ultra Beast,Gen 7,FALSE,4,NA,Electric,30.400000000000006,173,5893,0.41250000000000003,0.8009259259259259,0.25446508538879686,0.275,24.567985711075806,56.72255400118637,44.60070331596249,A,Offensive
797,Celesteela,Steel,Flying,570,97,101,103,107,101,61,9.2,999.9,11.8,FALSE,TRUE,Ultra Beast,Gen 7,TRUE,17,10,Flying/Steel,51.150000000000006,124.8,9893.524498377714,0.3663461538461538,0.5777777777777777,0.42721136200166954,0.24423076923076922,25.383979267764676,51.142119234646486,54.44871862247142,A,Balanced
798,Kartana,Grass,Steel,570,59,181,131,59,31,109,0.3,0.1,1.1,FALSE,TRUE,Ultra Beast,Gen 7,TRUE,5,17,Grass/Steel,46.900000000000006,181,3759.832576059737,0.6541666666666667,0.8379629629629629,0.16235298108172766,0.4361111111111111,28.560889071092067,65.14056251313798,51.55513839483132,S,Offensive
799,Guzzlord,Dark,Dragon,570,223,101,53,97,53,43,5.5,888,29.4,FALSE,TRUE,Ultra Beast,Gen 7,TRUE,16,15,Dragon/Dark,31.750000000000007,118.8,11819,0.3490384615384615,0.5499999999999999,0.5103551407110454,0.23269230769230767,25.935875760702608,51.08262198958427,51.0093991377677,A,Balanced
800,Ultra Necrozma,Psychic,Dragon,754,97,167,97,167,97,129,7.5,230,4.1,TRUE,TRUE,Legendary,Gen 7,TRUE,11,15,Psychic/Dragon,30.300000000000004,200.4,9409,0.8400641025641025,0.9277777777777778,0.406289154662004,0.5600427350427349,37.119022693092624,80.83111659542362,61.52662907164739,SS,Offensive
800,Dawn Wings Necrozma,Psychic,Ghost,680,97,113,109,157,127,77,4.2,350,19.8,TRUE,TRUE,Legendary,Gen 7,TRUE,11,14,Psychic/Ghost,24.000000000000004,157,11412.659067894738,0.38173076923076926,0.7268518518518519,0.49280897068132723,0.2544871794871795,34.1032935578477,64.97339524518353,57.49181996531067,S,Balanced
800,Dusk Mane Necrozma,Psychic,Steel,680,97,157,127,113,109,77,3.8,460,31.9,TRUE,TRUE,Legendary,Gen 7,TRUE,11,17,Psychic/Steel,47.15,157,11412.659067894738,0.38173076923076926,0.7268518518518519,0.49280897068132723,0.2544871794871795,34.1032935578477,64.97339524518353,64.43681996531066,S,Balanced
800,Necrozma,Psychic,NA,600,97,107,101,127,89,79,2.4,230,39.9,TRUE,TRUE,Legendary,Gen 7,FALSE,11,NA,Psychic,23.050000000000008,127,9196.602687949502,0.3836538461538461,0.5879629629629629,0.39711764606752226,0.25576923076923075,26.235313648312548,52.39536995206811,46.208914931710865,A,Balanced
801,Magearna,Steel,Fairy,600,80,95,115,130,115,65,1,80.5,80.5,FALSE,TRUE,Mythical,Gen 7,TRUE,17,18,Steel/Fairy,54.75,130,9200,0.3701923076923077,0.6018518518518519,0.3972643450834772,0.2467948717948718,27.81186677390261,54.17408532303595,57.38232216701718,S,Balanced
802,Marshadow,Fighting,Ghost,600,90,125,80,90,90,125,0.7,22.2,45.3,FALSE,TRUE,Mythical,Gen 7,TRUE,7,14,Fighting/Ghost,31.35,125,7636.753236814713,0.8028846153846154,0.5787037037037037,0.32976193186818714,0.5352564102564102,28.437980105000157,60.62381665347424,49.22948869205887,A,Offensive
804,Naganadel,Poison,Dragon,540,73,73,73,127,73,121,3.6,150,11.6,FALSE,TRUE,Ultra Beast,Gen 7,TRUE,8,15,Poison/Dragon,36.95,127,5329,0.7657051282051281,0.5879629629629629,0.23011105379889674,0.5104700854700854,22.536271450487746,53.80710871345207,42.67171451943905,B,Offensive
805,Stakataka,Rock,Steel,570,61,131,211,53,101,13,5.5,820,27.1,FALSE,TRUE,Ultra Beast,Gen 7,TRUE,13,17,Rock/Steel,36.900000000000006,131,8904.955418192727,0.3201923076923077,0.6064814814814815,0.3845240524136843,0.21346153846153848,29.28162007366527,54.90628575566875,53.21908622048258,A,Balanced
806,Blacephalon,Fire,Ghost,570,53,127,53,151,79,107,1.8,13,4,FALSE,TRUE,Ultra Beast,Gen 7,TRUE,2,14,Fire/Ghost,42.45000000000001,151,3429.4726999933973,0.6355769230769232,0.6990740740740741,0.14808774197223273,0.42371794871794877,18.95096362511725,50.98094306840365,39.43451387689528,B,Offensive
807,Zeraora,Electric,NA,600,88,112,75,102,80,143,1.5,44.5,19.8,FALSE,TRUE,Mythical,Gen 7,FALSE,4,NA,Electric,30.400000000000006,128.4,6816.450689325054,0.9701923076923078,0.5944444444444444,0.29434052379223197,0.6467948717948718,28.972859816935944,64.09531321609958,48.723699054616176,A,Offensive
809,Melmetal,Steel,NA,600,135,143,143,80,65,34,2.5,800,128,FALSE,TRUE,Mythical,Gen 7,FALSE,17,NA,Steel,52.85,143,13015.428344852888,0.3403846153846154,0.6620370370370371,0.5620180018911857,0.22692307692307692,29.63099596728616,58.31036893589824,62.94665023489684,S,Balanced
812,Rillaboom,Grass,NA,530,100,125,90,60,70,85,2.1,90,20.4,FALSE,FALSE,Regular,Gen 8,FALSE,5,NA,Grass,25.650000000000006,125,7937.253933193771,0.43108974358974356,0.5787037037037037,0.34273782451429097,0.28739316239316237,22.977700672466362,49.292674628099114,42.37063068303157,B,Offensive
815,Cinderace,Fire,NA,530,80,116,75,65,75,119,1.4,33,16.8,FALSE,FALSE,Regular,Gen 8,FALSE,2,NA,Fire,36.05,116,6000,0.7471153846153846,0.5370370370370371,0.259085442445746,0.4980769230769231,22.240555621784797,51.86002554141654,42.49582846270492,B,Offensive
818,Inteleon,Water,NA,530,70,85,65,125,65,120,1.9,45.2,12.5,FALSE,FALSE,Regular,Gen 8,FALSE,3,NA,Water,31.550000000000004,125,4550,0.7564102564102564,0.5787037037037037,0.19647312718802404,0.5042735042735043,19.25035136485859,49.892865341661945,36.9029286395934,B,Offensive
820,Greedent,Normal,NA,460,120,95,95,55,75,20,0.6,6,16.7,FALSE,FALSE,Regular,Gen 8,FALSE,1,NA,Normal,24.3,95,10129.16580968048,0.3269230769230769,0.4398148148148148,0.4373865675678984,0.21794871794871795,13.4951265131967,34.54465959381777,33.92129302371515,C,Balanced
823,Corviknight,Flying,Steel,495,98,87,105,53,85,67,2.2,75,15.5,FALSE,FALSE,Regular,Gen 8,TRUE,10,17,Flying/Steel,51.150000000000006,87,9258.27737756868,0.3721153846153846,0.4027777777777778,0.39978081510880376,0.24807692307692308,18.80143792941713,39.237302307249436,46.157844158695085,A,Balanced
826,Orbeetle,Bug,Psychic,505,60,45,110,80,120,90,0.4,40.8,255,FALSE,FALSE,Regular,Gen 8,TRUE,12,11,Psychic/Bug,23.200000000000003,80,6893.475175845634,0.4775641025641026,0.37037037037037035,0.29766651098712216,0.3183760683760684,21.49719381374998,42.03532963180946,37.82341229966313,B,Balanced
828,Thievul,Dark,NA,455,70,58,58,87,92,90,1.2,19.9,13.8,FALSE,FALSE,Regular,Gen 8,FALSE,16,NA,Dark,26.850000000000005,87,5113.355062969908,0.4775641025641026,0.4027777777777778,0.22079930981195903,0.3183760683760684,12.443843280921815,33.49299811415254,28.2146933830755,C,Offensive
830,Eldegoss,Grass,NA,460,60,50,90,80,120,60,0.5,2.5,10,FALSE,FALSE,Regular,Gen 8,FALSE,5,NA,Grass,25.650000000000006,80,6235.382907247958,0.36538461538461536,0.37037037037037035,0.2692494898904966,0.24358974358974358,14.17374775096818,32.74650964757612,30.552957730562326,C,Balanced
832,Dubwool,Normal,NA,490,72,80,100,60,90,88,1.3,43,25.4,FALSE,FALSE,Regular,Gen 8,FALSE,1,NA,Normal,24.3,80,6830.519745963699,0.45897435897435895,0.37037037037037035,0.29494803841956824,0.30598290598290595,17.02229932753364,37.24668841275191,33.613274471825505,C,Balanced
834,Drednaw,Water,Rock,485,90,115,90,48,68,74,1,115.5,115.5,FALSE,FALSE,Regular,Gen 8,TRUE,3,13,Water/Rock,26.050000000000008,115,7040.73859761886,0.3788461538461539,0.5324074074074074,0.3040254791181539,0.2525641025641026,18.05615565667463,41.91406921514424,36.36221159995477,B,Offensive
836,Boltund,Electric,NA,490,69,90,60,90,60,121,1,34,34,FALSE,FALSE,Regular,Gen 8,FALSE,4,NA,Electric,30.400000000000006,108,4140,0.7657051282051281,0.5,0.17876895528756473,0.5104700854700854,15.29008500923004,43.613980792237484,31.700539936131598,C,Offensive
839,Coalossal,Rock,Fire,510,110,80,120,80,90,30,2.8,310.5,39.6,FALSE,FALSE,Regular,Gen 8,TRUE,13,2,Fire/Rock,28.35,96,11431.53532995459,0.33653846153846156,0.4444444444444444,0.49362406479924364,0.22435897435897437,19.400179935223598,41.07987304196777,42.418824157072116,B,Balanced
841,Flapple,Grass,Dragon,485,70,110,80,95,60,70,0.3,1,11.1,FALSE,FALSE,Regular,Gen 8,TRUE,5,15,Grass/Dragon,17.950000000000003,110,4849.742261192857,0.375,0.5092592592592593,0.20941626991483067,0.25,11.562019894999843,34.0962952922666,25.028565928511334,C,Offensive
842,Appletun,Grass,Dragon,485,110,85,80,100,80,30,0.4,13,81.3,FALSE,FALSE,Regular,Gen 8,TRUE,5,15,Grass/Dragon,17.950000000000003,100,8800,0.33653846153846156,0.46296296296296297,0.3799919822537608,0.22435897435897437,12.832852032984281,34.38630820001112,30.11543738485232,C,Balanced
844,Sandaconda,Ground,NA,510,72,107,125,65,70,71,3.8,65.5,4.5,FALSE,FALSE,Regular,Gen 8,FALSE,9,NA,Ground,26.850000000000005,107,6734.983296193094,0.37596153846153846,0.49537037037037035,0.2908226878598161,0.25064102564102564,19.25035136485859,41.871783218513215,37.2573180957164,B,Balanced
845,Cramorant,Flying,Water,475,70,85,55,85,95,85,0.8,18,28.1,FALSE,FALSE,Regular,Gen 8,TRUE,10,3,Water/Flying,34.2,102,5059.891303180337,0.43108974358974356,0.4722222222222222,0.2184906961686433,0.28739316239316237,13.764686351687452,36.139733092801876,32.10179639306823,C,Balanced
847,Barraskewda,Water,NA,490,61,123,60,60,50,136,1.3,30,17.8,FALSE,FALSE,Regular,Gen 8,FALSE,3,NA,Water,31.550000000000004,123,3341.1076007815136,0.905128205128205,0.5694444444444444,0.14427205683455388,0.6034188034188034,17.02229932753364,49.453316283925574,33.3664953582296,B,Offensive
849,Toxtricity Amped Form,Electric,Poison,502,75,98,70,114,70,75,1.6,40,15.6,FALSE,FALSE,Regular,Gen 8,TRUE,4,8,Electric/Poison,40.30000000000001,114,5250,0.3798076923076923,0.5277777777777778,0.22669976214002774,0.2532051282051282,13.361322929927189,36.63177791302377,34.058783887954526,C,Balanced
849,Toxtricity Low Key Form,Electric,Poison,502,75,98,70,114,70,75,1.6,40,15.6,FALSE,FALSE,Regular,Gen 8,TRUE,4,8,Electric/Poison,40.30000000000001,114,5250,0.3798076923076923,0.5277777777777778,0.22669976214002774,0.2532051282051282,13.361322929927189,36.63177791302377,34.058783887954526,C,Balanced
851,Centiskorch,Fire,Bug,525,100,115,65,90,90,65,3,120,13.3,FALSE,FALSE,Regular,Gen 8,TRUE,2,12,Fire/Bug,31.25,115,7648.529270389177,0.3701923076923077,0.5324074074074074,0.3302704316796698,0.2467948717948718,17.759444378215203,41.63636611359237,38.25537918297172,B,Balanced
853,Grapploct,Fighting,NA,480,80,118,90,70,80,42,1.6,39,15.2,FALSE,FALSE,Regular,Gen 8,FALSE,7,NA,Fighting,26.35,118,6788.2250993908565,0.34807692307692306,0.5462962962962963,0.29312171721616637,0.23205128205128203,14.17374775096818,37.89059771238484,32.391446741933954,C,Offensive
855,Polteageist,Ghost,NA,508,60,65,65,134,114,70,0.2,0.4,10,FALSE,FALSE,Regular,Gen 8,FALSE,14,NA,Ghost,32.550000000000004,134,5164.881411997762,0.375,0.6203703703703703,0.22302426430120825,0.25,18.95096362511725,44.90022032203561,37.79076819056847,B,Offensive
858,Hatterene,Psychic,Fairy,510,57,90,95,136,103,29,2.1,5.1,1.2,FALSE,FALSE,Regular,Gen 8,TRUE,11,18,Psychic/Fairy,26.350000000000005,136,5638.392058025053,0.3355769230769231,0.6296296296296297,0.2434708835060002,0.22371794871794873,15.574430642031121,41.29337560118678,33.1005096239529,C,Offensive
861,Grimmsnarl,Dark,Fairy,510,95,120,65,95,75,60,1.5,61,27.1,FALSE,FALSE,Regular,Gen 8,TRUE,16,18,Dark/Fairy,30.150000000000002,120,6633.014020790248,0.36538461538461536,0.5555555555555556,0.286419562054213,0.24358974358974358,14.86735246818535,39.09869035333114,34.119755290819796,C,Balanced
862,Obstagoon,Dark,Normal,520,93,90,101,60,81,95,1.6,46,18,FALSE,FALSE,Regular,Gen 8,TRUE,16,1,Normal/Dark,23.05,90,8411.745894878184,0.5240384615384616,0.4166666666666667,0.3632268178192837,0.3493589743589744,21.49719381374998,44.56117010528107,39.62963744141279,B,Balanced
863,Perrserker,Steel,NA,440,70,110,100,50,60,50,0.8,28,43.8,FALSE,FALSE,Regular,Gen 8,FALSE,17,NA,Steel,52.85,110,5422.176684690384,0.3557692307692308,0.5092592592592593,0.23413450756200271,0.2371794871794872,11.562019894999843,33.93691241045733,36.091803632043465,B,Balanced
864,Cursola,Ghost,NA,510,60,95,50,145,130,30,1,0.4,0.4,FALSE,FALSE,Regular,Gen 8,FALSE,14,NA,Ghost,32.550000000000004,145,4837.35464897913,0.33653846153846156,0.6712962962962963,0.20888136158295736,0.22435897435897437,14.86735246818535,41.64414491118737,33.673282923954105,C,Offensive
865,Sirfetch'd,Fighting,NA,507,62,135,95,68,82,65,0.8,117,182.8,FALSE,FALSE,Regular,Gen 8,FALSE,7,NA,Fighting,26.35,135,5472.180552576825,0.3701923076923077,0.625,0.23629371993456225,0.2467948717948718,18.353733273990876,44.44457251667517,35.67978255242037,B,Offensive
866,Mr. Rime,Ice,Psychic,520,80,85,75,110,100,70,1.5,58.2,25.9,FALSE,FALSE,Regular,Gen 8,TRUE,6,11,Ice/Psychic,17.1,110,6928.203230275509,0.375,0.5092592592592593,0.2991660998783295,0.25,17.759444378215203,40.83221875526296,33.12498633085067,C,Offensive
867,Runerigus,Ground,Ghost,483,58,95,145,50,105,30,1.6,66.6,26,FALSE,FALSE,Regular,Gen 8,TRUE,9,14,Ground/Ghost,33.25,95,7156.598353966779,0.33653846153846156,0.4398148148148148,0.3090284084906634,0.22435897435897437,17.463728549512258,37.896958829516066,37.494299242177064,B,Balanced
869,Alcremie,Fairy,NA,495,65,60,75,110,121,64,0.3,0.5,5.6,FALSE,FALSE,Regular,Gen 8,FALSE,18,NA,Fairy,32.05,110,6192.081637058736,0.3692307692307692,0.5092592592592593,0.26737970176625697,0.24615384615384614,17.759444378215203,40.549192674282835,36.84711277616093,B,Balanced
870,Falinks,Fighting,NA,470,65,100,100,70,60,75,3,62,6.9,FALSE,FALSE,Regular,Gen 8,FALSE,7,NA,Fighting,26.35,100,5034.878350069642,0.3798076923076923,0.46296296296296297,0.2174106141647168,0.2532051282051282,12.832852032984281,34.10312768378455,28.733484550715264,C,Offensive
871,Pincurchin,Electric,NA,435,48,101,95,91,85,15,0.3,1,11.1,FALSE,FALSE,Regular,Gen 8,FALSE,4,NA,Electric,30.400000000000006,115.19999999999999,4313.328181346743,0.3221153846153846,0.5333333333333333,0.1862534233796543,0.21474358974358973,8.05964980380835,30.331016497932424,24.849731964920053,F,Offensive
873,Frosmoth,Ice,Bug,475,70,65,60,125,90,65,1.3,42,24.9,FALSE,FALSE,Regular,Gen 8,TRUE,6,12,Ice/Bug,15.850000000000003,125,5143.928459844675,0.3701923076923077,0.5787037037037037,0.22211949682135373,0.2467948717948718,14.17374775096818,38.790652766084335,27.731837896902896,C,Offensive
874,Stonjourner,Rock,NA,470,100,125,135,20,20,70,2.5,520,83.2,FALSE,FALSE,Regular,Gen 8,FALSE,13,NA,Rock,25.650000000000006,125,5196.152422706632,0.375,0.5787037037037037,0.22437457490874713,0.25,20,44.7073585605636,36.55221202003216,B,Offensive
875,Eiscue Ice Face,Ice,NA,470,75,80,110,65,90,50,1.4,89,45.4,FALSE,FALSE,Regular,Gen 8,FALSE,6,NA,Ice,17.850000000000005,80,7462.40577829965,0.3557692307692308,0.37037037037037035,0.3222334504634094,0.2371794871794872,13.4951265131967,32.23194601939596,28.805951546540747,C,Balanced
875,Eiscue Noice Face,Ice,NA,470,75,80,70,65,50,130,1.4,89,45.4,FALSE,FALSE,Regular,Gen 8,FALSE,6,NA,Ice,17.850000000000005,80,4437.059837324712,0.84935897435897445,0.37037037037037035,0.19159626851858713,0.5662393162393163,13.4951265131967,39.345558825162925,25.670659179865012,C,Offensive
876,Indeedee(male),Psychic,Normal,475,60,65,55,105,95,95,0.9,28,34.6,FALSE,FALSE,Regular,Gen 8,TRUE,11,1,Normal/Psychic,25.650000000000002,105,4337.049688440288,0.5240384615384616,0.4861111111111111,0.18727773957312283,0.3493589743589744,14.17374775096818,38.265362906355634,29.280080167389798,C,Offensive
876,Indeedee(female),Psychic,Normal,475,70,55,65,95,105,85,0.9,28,34.6,FALSE,FALSE,Regular,Gen 8,TRUE,11,1,Normal/Psychic,25.650000000000002,95,5782.949074650407,0.43108974358974356,0.4398148148148148,0.24971298660783636,0.28739316239316237,15.574430642031121,37.16458890355848,31.901431209508086,C,Offensive
877,Morpeko Full Belly Mode,Electric,Dark,436,58,95,58,70,58,97,0.3,3,33.3,FALSE,FALSE,Regular,Gen 8,TRUE,4,16,Electric/Dark,34.65,95,3364,0.5426282051282051,0.4398148148148148,0.14526057139791493,0.36175213675213674,8.838955688807513,31.58701484369073,25.359098291246358,C,Offensive
877,Morpeko Hangry Mode,Electric,Dark,436,58,95,58,70,58,97,0.3,3,33.3,FALSE,FALSE,Regular,Gen 8,TRUE,4,16,Electric/Dark,34.65,95,3364,0.5426282051282051,0.4398148148148148,0.14526057139791493,0.36175213675213674,8.838955688807513,31.58701484369073,25.359098291246358,C,Offensive
879,Copperajah,Steel,NA,500,122,130,69,80,69,30,3,650,72.2,FALSE,FALSE,Regular,Gen 8,FALSE,17,NA,Steel,52.85,130,8418,0.33653846153846156,0.6018518518518519,0.3634968757513816,0.22435897435897437,15.574430642031121,41.19558283671036,43.76446677117539,B,Balanced
880,Dracozolt,Electric,Dragon,505,90,100,90,80,70,75,1.8,190,58.6,FALSE,FALSE,Regular,Gen 8,TRUE,4,15,Electric/Dragon,33.650000000000006,100,7143.5285398743945,0.3798076923076923,0.46296296296296297,0.3084640420628619,0.2532051282051282,16.29333600183721,38.109932220026344,36.56925078912368,B,Balanced
881,Arctozolt,Electric,Ice,505,90,100,90,90,80,55,2.3,150,28.4,FALSE,FALSE,Regular,Gen 8,TRUE,4,6,Electric/Ice,24.450000000000003,114,7636.753236814713,0.3605769230769231,0.5277777777777778,0.32976193186818714,0.2403846153846154,16.87579068462763,40.45692637840086,35.29174371613079,B,Balanced
882,Dracovish,Water,Dragon,505,90,90,100,70,80,75,2.3,215,40.6,FALSE,FALSE,Regular,Gen 8,TRUE,3,15,Water/Dragon,27.250000000000004,90,8049.844718999243,0.3798076923076923,0.4166666666666667,0.34759959677357843,0.2532051282051282,17.759444378215203,38.42196503577975,36.77683470078109,B,Balanced
883,Arctovish,Water,Ice,505,90,90,100,80,90,55,2,175,43.8,FALSE,FALSE,Regular,Gen 8,TRUE,3,6,Water/Ice,20.650000000000006,90,8538.149682454623,0.3605769230769231,0.4166666666666667,0.3686850480244603,0.2403846153846154,16.29333600183721,36.77467705921474,33.83677715442426,C,Balanced
887,Dragapult,Dragon,Ghost,600,88,120,75,100,75,142,3,50,5.6,FALSE,FALSE,Regular,Gen 8,TRUE,15,14,Ghost/Dragon,39.650000000000006,120,6600,0.9608974358974358,0.5555555555555556,0.2849939866903206,0.6405982905982905,27.167147967015715,60.91813752818329,49.23533698091675,A,Offensive
888,Zacian Hero of Many Battles,Fairy,NA,660,92,120,115,80,115,138,2.8,110,14,TRUE,TRUE,Legendary,Gen 8,FALSE,18,NA,Fairy,32.05,120,10580,0.9237179487179488,0.5555555555555556,0.45685399684599876,0.6158119658119658,35.01786567250334,69.20514349973318,58.930694930140646,S,Offensive
888,Zacian Crowned Sword,Fairy,Steel,700,92,150,115,80,115,148,2.8,355,45.3,TRUE,TRUE,Legendary,Gen 8,TRUE,18,17,Steel/Fairy,54.75,150,10580,1.0166666666666666,0.6944444444444444,0.45685399684599876,0.6777777777777777,37.102940585539294,76.94406456661528,68.65910317650993,SS,Balanced
889,Zamazenta Hero of Many Battles,Fighting,NA,660,92,120,115,80,115,138,2.9,210,25,TRUE,TRUE,Legendary,Gen 8,FALSE,7,NA,Fighting,26.35,120,10580,0.9237179487179488,0.5555555555555556,0.45685399684599876,0.6158119658119658,35.01786567250334,69.20514349973318,57.220694930140645,S,Offensive
889,Zamazenta Crowned Shield,Fighting,Steel,700,92,120,140,80,140,128,2.9,785,93.3,TRUE,TRUE,Legendary,Gen 8,TRUE,7,17,Fighting/Steel,45.45,120,12880,0.8307692307692307,0.5555555555555556,0.5561700831168681,0.5538461538461538,37.102940585539294,70.39893544321487,67.41935591367746,SS,Balanced
890,Eternatus,Poison,Dragon,690,140,85,95,145,95,130,20,950,2.4,TRUE,TRUE,Legendary,Gen 8,TRUE,8,15,Poison/Dragon,36.95,145,13300,0.84935897435897445,0.6712962962962963,0.5743060640880703,0.5662393162393163,36.43705889057747,73.61152775373837,65.33318220646893,SS,Balanced
892,Urshifu Single Strike Style,Fighting,Dark,550,100,130,100,63,60,97,1.9,105,29.1,TRUE,TRUE,Legendary,Gen 8,TRUE,7,16,Fighting/Dark,25.35,130,7745.966692414833,0.5426282051282051,0.6018518518518519,0.3344778679457181,0.36175213675213674,25.411793972912278,54.15626801819343,44.65537391472063,B,Offensive
892,Urshifu Rapid Strike Style,Fighting,Water,550,100,130,100,63,60,97,1.9,105,29.1,TRUE,TRUE,Legendary,Gen 8,TRUE,7,3,Water/Fighting,35.550000000000004,130,7745.966692414833,0.5426282051282051,0.6018518518518519,0.3344778679457181,0.36175213675213674,25.411793972912278,54.15626801819343,47.71537391472063,A,Balanced
893,Zarude,Dark,Grass,600,105,120,105,70,95,105,1.8,70,21.6,FALSE,TRUE,Mythical,Gen 8,TRUE,16,5,Grass/Dark,27.7,120,10486.866786605044,0.6169871794871794,0.5555555555555556,0.4528324202128611,0.41132478632478625,30.740991339960704,59.996447399699406,53.252302758402706,A,Balanced
894,Regieleki,Electric,NA,580,80,100,50,100,50,200,1.2,145,100.7,TRUE,TRUE,Legendary,Gen 8,FALSE,4,NA,Electric,30.400000000000006,120,4000,1.5,0.5555555555555556,0.172723628297164,1,27.167147967015715,68.87015640346537,43.765848379480985,S,Offensive
895,Regidrago,Dragon,NA,580,200,100,50,100,50,80,2.1,200,45.4,TRUE,TRUE,Legendary,Gen 8,FALSE,15,NA,Dragon,29.65,120,10000,0.38461538461538464,0.5555555555555556,0.43180907074291,0.25641025641025644,27.167147967015715,52.578515211986,49.75889899817889,A,Balanced
896,Glastrier,Ice,NA,580,100,145,130,65,110,30,2.2,800,165.3,TRUE,TRUE,Legendary,Gen 8,FALSE,6,NA,Ice,17.850000000000005,145,11958.260743101398,0.33653846153846156,0.6712962962962963,0.5163685459180035,0.22435897435897437,29.044599250431165,57.666314799443455,50.820222130241035,A,Balanced
897,Spectrier,Ghost,NA,580,100,65,60,145,80,130,2,44.5,11.1,TRUE,TRUE,Legendary,Gen 8,FALSE,14,NA,Ghost,32.550000000000004,145,6928.20323027551,0.84935897435897445,0.6712962962962963,0.2991660998783295,0.5662393162393163,29.044599250431165,64.56822832833363,50.01736342528885,A,Offensive
898,Calyrex,Psychic,Grass,500,100,80,80,80,80,80,1.1,7.7,6.4,TRUE,TRUE,Legendary,Gen 8,TRUE,11,5,Grass/Psychic,23.900000000000002,96,8000,0.38461538461538464,0.4444444444444444,0.345447256594328,0.25641025641025644,17.90768361702699,39.467546643772444,36.03508444195753,B,Balanced
898,Shadow Rider Calyrex,Psychic,Ghost,680,100,85,80,165,100,150,2.4,53.6,9.3,TRUE,TRUE,Legendary,Gen 8,TRUE,11,14,Psychic/Ghost,24.000000000000004,165,8944.27190999916,1.0352564102564104,0.7638888888888888,0.38622177419286496,0.6901709401709403,35.91927723243478,77.7173771083612,56.97193314639688,SS,Offensive
898,Ice Rider Calyrex,Psychic,Ice,680,100,165,150,85,130,50,2.4,809.1,140.5,TRUE,TRUE,Legendary,Gen 8,TRUE,11,6,Ice/Psychic,17.1,165,13964.240043768941,0.3557692307692308,0.7638888888888888,0.60298855169308,0.2371794871794872,35.91927723243478,68.14618290156761,60.104335806402034,S,Balanced
899,Wyrdeer,Normal,Psychic,525,103,105,72,105,75,65,1.8,95.1,29.4,FALSE,FALSE,Regular,Gen 8,TRUE,1,11,Normal/Psychic,25.650000000000002,126,7568.923305200021,0.3701923076923077,0.5833333333333334,0.32683297389427757,0.2467948717948718,18.652046582683965,44.03612134912656,37.69103795614663,B,Offensive
900,Kleavor,Bug,Rock,500,70,135,95,45,70,85,1.8,89,27.5,FALSE,FALSE,Regular,Gen 8,TRUE,12,13,Bug/Rock,23.050000000000008,135,5708.327250605032,0.43108974358974356,0.625,0.2464907485580189,0.28739316239316237,20.74964863514141,47.87602902392541,37.33042660053387,B,Offensive
901,Bloodmoon Ursaluna,Ground,Normal,555,113,70,120,135,65,52,2.7,333,45.7,FALSE,FALSE,Regular,Gen 8,TRUE,9,1,Normal/Ground,28.550000000000004,135,9979.889778950466,0.3576923076923077,0.625,0.4309406931565266,0.23846153846153847,25.13264753181465,52.19136861383073,47.790224167571296,A,Balanced
901,Ursaluna,Ground,Normal,550,130,140,105,45,80,50,2.4,290,50.3,FALSE,FALSE,Regular,Gen 8,TRUE,9,1,Normal/Ground,28.550000000000004,140,11914.696806885184,0.3557692307692308,0.6481481481481481,0.5144874156364608,0.2371794871794872,27.81186677390261,56.035543404473515,52.61345363806656,A,Balanced
902,Basculegion(male),Water,Ghost,530,120,112,65,80,75,78,3,110,12.2,FALSE,FALSE,Regular,Gen 8,TRUE,3,14,Water/Ghost,41.75,112,8378.544026261365,0.3826923076923077,0.5185185185185185,0.361793131015848,0.25512820512820517,20,43.849391264727565,44.31914625549146,B,Balanced
902,Basculegion(female),Water,Ghost,530,120,92,65,100,75,78,3,110,12.2,FALSE,FALSE,Regular,Gen 8,TRUE,3,14,Water/Ghost,41.75,115.19999999999999,8378.544026261365,0.3826923076923077,0.5333333333333333,0.361793131015848,0.25512820512820517,20.479907861228714,44.773743570400725,44.88794300560907,B,Balanced
903,Sneasler,Fighting,Poison,510,80,130,60,40,80,120,1.3,43,25.4,FALSE,FALSE,Regular,Gen 8,TRUE,7,8,Fighting/Poison,31.25,130,5542.562584220408,0.7564102564102564,0.6018518518518519,0.23933287990266364,0.5042735042735043,22.977700672466362,54.571817610002,41.7078009012414,B,Offensive
904,Overqwil,Dark,Poison,510,85,115,95,65,65,85,2.5,60.5,9.7,FALSE,FALSE,Regular,Gen 8,TRUE,16,8,Poison/Dark,37.300000000000004,115,6679.399299338227,0.43108974358974356,0.5324074074074074,0.2884225204568084,0.28739316239316237,19.25035136485859,43.85054460725756,40.55693630026644,B,Balanced
