dex,name,type_1,type_2,total,hp,attack,defense,sp_atk,sp_def,speed,height_m,weight_kgs,bmi,is_legendary,is_special,category,generation,is_dual_type
889,Zamazenta Hero of Many Battles,Fighting,NA,660,92,120,115,80,115,138,2.9,210,25,TRUE,TRUE,Legendary,Gen 8,FALSE
889,Zamazenta Crowned Shield,Fighting,Steel,700,92,120,140,80,140,128,2.9,785,93.3,TRUE,TRUE,Legendary,Gen 8,TRUE
890,Eternatus,Poison,Dragon,690,140,85,95,145,95,130,20,950,2.4,TRUE,TRUE,Legendary,Gen 8,TRUE
892,Urshifu Single Strike Style,Fighting,Dark,550,100,130,100,63,60,97,1.9,105,29.1,TRUE,TRUE,Legendary,Gen 8,TRUE
892,Urshifu Rapid Strike Style,Fighting,Water,550,100,130,100,63,60,97,1.9,105,29.1,TRUE,TRUE,Legendary,Gen 8,TRUE
893,Zarude,Dark,Grass,600,105,120,105,70,95,105,1.8,70,21.6,FALSE,TRUE,Mythical,Gen 8,TRUE
894,Regieleki,Electric,NA,580,80,100,50,100,50,200,1.2,145,100.7,TRUE,TRUE,Legendary,Gen 8,FALSE
895,Regidrago,Dragon,NA,580,200,100,50,100,50,80,2.1,200,45.4,TRUE,TRUE,Legendary,Gen 8,FALSE
896,Glastrier,Ice,NA,580,100,145,130,65,110,30,2.2,800,165.3,TRUE,TRUE,Legendary,Gen 8,FALSE
897,Spectrier,Ghost,NA,580,100,65,60,145,80,130,2,44.5,11.1,TRUE,TRUE,Legendary,Gen 8,FALSE
898,Calyrex,Psychic,Grass,500,100,80,80,80,80,80,1.1,7.7,6.4,TRUE,TRUE,Legendary,Gen 8,TRUE
898,Shadow Rider Calyrex,Psychic,Ghost,680,100,85,80,165,100,150,2.4,53.6,9.3,TRUE,TRUE,Legendary,Gen 8,TRUE
898,Ice Rider Calyrex,Psychic,Ice,680,100,165,150,85,130,50,2.4,809.1,140.5,TRUE,TRUE,Legendary,Gen 8,TRUE
899,Wyrdeer,Normal,Psychic,525,103,105,72,105,75,65,1.8,95.1,29.4,FALSE,FALSE,Regular,Gen 8,TRUE
900,Kleavor,Bug,Rock,500,70,135,95,45,70,85,1.8,89,27.5,FALSE,FALSE,Regular,Gen 8,TRUE
901,Bloodmoon Ursaluna,Ground,Normal,555,113,70,120,135,65,52,2.7,333,45.7,FALSE,FALSE,Regular,Gen 8,TRUE
901,Ursaluna,Ground,Normal,550,130,140,105,45,80,50,2.4,290,50.3,FALSE,FALSE,Regular,Gen 8,TRUE
902,Basculegion(male),Water,Ghost,530,120,112,65,80,75,78,3,110,12.2,FALSE,FALSE,Regular,Gen 8,TRUE
902,Basculegion(female),Water,Ghost,530,120,92,65,100,75,78,3,110,12.2,FALSE,FALSE,Regular,Gen 8,TRUE
903,Sneasler,Fighting,Poison,510,80,130,60,40,80,120,1.3,43,25.4,FALSE,FALSE,Regular,Gen 8,TRUE
904,Overqwil,Dark,Poison,510,85,115,95,65,65,85,2.5,60.5,9.7,FALSE,FALSE,Regular,Gen 8,TRUE
905,Enamorus Incarnate Forme,Fairy,Flying,580,74,115,70,135,80,106,1.6,48,18.8,TRUE,TRUE,Legendary,Gen 8,TRUE
905,Enamorus Therian Forme,Fairy,Flying,580,74,115,110,135,100,46,1.6,48,18.8,TRUE,TRUE,Legendary,Gen 8,TRUE
908,Meowscarada,Grass,Dark,530,76,110,70,81,70,123,1.5,31.2,13.9,FALSE,FALSE,Regular,Gen 9,TRUE
911,Skeledirge,Fire,Ghost,530,104,75,100,110,75,66,1.6,326.5,127.5,FALSE,FALSE,Regular,Gen 9,TRUE
914,Quaquaval,Water,Fighting,530,85,120,80,85,75,85,1.8,61.9,19.1,FALSE,FALSE,Regular,Gen 9,TRUE
916,Oinkologne(male),Normal,NA,489,110,100,75,59,80,65,1,120,120,FALSE,FALSE,Regular,Gen 9,FALSE
916,Oinkologne(female),Normal,NA,489,115,90,70,59,90,65,1,120,120,FALSE,FALSE,Regular,Gen 9,FALSE
918,Spidops,Bug,NA,404,60,79,92,52,86,35,1,16.5,16.5,FALSE,FALSE,Regular,Gen 9,FALSE
920,Lokix,Bug,Dark,450,71,102,78,52,55,92,1,17.5,17.5,FALSE,FALSE,Regular,Gen 9,TRUE
923,Pawmot,Electric,Fighting,490,70,115,70,70,60,105,0.9,41,50.6,FALSE,FALSE,Regular,Gen 9,TRUE
925,Maushold Family of Three,Normal,NA,470,74,75,70,65,75,111,0.3,2.3,25.6,FALSE,FALSE,Regular,Gen 9,FALSE
925,Maushold Family of Four,Normal,NA,470,74,75,70,65,75,111,0.3,2.8,31.1,FALSE,FALSE,Regular,Gen 9,FALSE
927,Dachsbun,Fairy,NA,477,57,80,115,50,80,95,0.5,14.9,59.6,FALSE,FALSE,Regular,Gen 9,FALSE
930,Arboliva,Grass,Normal,510,78,69,90,125,109,39,1.4,48.2,24.6,FALSE,FALSE,Regular,Gen 9,TRUE
931,Squawkabilly Green Plumage,Normal,Flying,417,82,96,51,45,51,92,0.6,2.4,6.7,FALSE,FALSE,Regular,Gen 9,TRUE
931,Squawkabilly Blue Plumage,Normal,Flying,417,82,96,51,45,51,92,0.6,2.4,6.7,FALSE,FALSE,Regular,Gen 9,TRUE
931,Squawkabilly Yellow Plumage,Normal,Flying,417,82,96,51,45,51,92,0.6,2.4,6.7,FALSE,FALSE,Regular,Gen 9,TRUE
931,Squawkabilly White Plumage,Normal,Flying,417,82,96,51,45,51,92,0.6,2.4,6.7,FALSE,FALSE,Regular,Gen 9,TRUE
934,Garganacl,Rock,NA,500,100,100,130,45,90,35,2.3,240,45.4,FALSE,FALSE,Regular,Gen 9,FALSE
936,Armarouge,Fire,Psychic,525,85,60,100,125,80,75,1.5,85,37.8,FALSE,FALSE,Regular,Gen 9,TRUE
937,Ceruledge,Fire,Ghost,525,75,125,80,60,100,85,1.6,62,24.2,FALSE,FALSE,Regular,Gen 9,TRUE
939,Bellibolt,Electric,NA,495,109,64,91,103,83,45,1.2,113,78.5,FALSE,FALSE,Regular,Gen 9,FALSE
941,Kilowattrel,Electric,Flying,490,70,70,60,105,60,125,1.4,38.6,19.7,FALSE,FALSE,Regular,Gen 9,TRUE
943,Mabosstiff,Dark,NA,505,80,120,90,60,70,85,1.1,61,50.4,FALSE,FALSE,Regular,Gen 9,FALSE
945,Grafaiai,Poison,Normal,485,63,95,65,80,72,110,0.7,27.2,55.5,FALSE,FALSE,Regular,Gen 9,TRUE
947,Brambleghast,Grass,Ghost,480,55,115,70,80,70,90,1.2,6,4.2,FALSE,FALSE,Regular,Gen 9,TRUE
949,Toedscruel,Ground,Grass,515,80,70,65,80,120,100,1.9,58,16.1,FALSE,FALSE,Regular,Gen 9,TRUE
950,Klawf,Rock,NA,450,70,100,115,35,55,75,1.3,79,46.7,FALSE,FALSE,Regular,Gen 9,FALSE
952,Scovillain,Grass,Fire,486,65,108,65,108,65,75,0.9,15,18.5,FALSE,FALSE,Regular,Gen 9,TRUE
954,Rabsca,Bug,Psychic,470,75,50,85,115,100,45,0.3,3.5,38.9,FALSE,FALSE,Regular,Gen 9,TRUE
956,Espathra,Psychic,NA,481,95,60,60,101,60,105,1.9,90,24.9,FALSE,FALSE,Regular,Gen 9,FALSE
959,Tinkaton,Fairy,Steel,506,85,75,77,70,105,94,0.7,112.8,230.2,FALSE,FALSE,Regular,Gen 9,TRUE
961,Wugtrio,Water,NA,425,35,100,50,50,70,120,1.2,5.4,3.8,FALSE,FALSE,Regular,Gen 9,FALSE
962,Bombirdier,Flying,Dark,485,70,103,85,60,85,82,1.5,42.9,19.1,FALSE,FALSE,Regular,Gen 9,TRUE
964,Palafin Hero Form,Water,NA,650,100,160,97,106,87,100,1.8,97.4,30.1,FALSE,FALSE,Regular,Gen 9,FALSE
964,Palafin Zero Form,Water,NA,457,100,70,72,53,62,100,1.3,60.2,35.6,FALSE,FALSE,Regular,Gen 9,FALSE
966,Revavroom,Steel,Poison,500,80,119,90,54,67,90,1.8,120,37,FALSE,FALSE,Regular,Gen 9,TRUE
967,Cyclizar,Dragon,Normal,501,70,95,65,85,65,121,1.6,63,24.6,FALSE,FALSE,Regular,Gen 9,TRUE
968,Orthworm,Steel,NA,480,70,85,145,60,55,65,2.5,310,49.6,FALSE,FALSE,Regular,Gen 9,FALSE
970,Glimmora,Rock,Poison,525,83,55,90,130,81,86,1.5,45,20,FALSE,FALSE,Regular,Gen 9,TRUE
972,Houndstone,Ghost,NA,488,72,101,100,50,97,68,2,15,3.8,FALSE,FALSE,Regular,Gen 9,FALSE
973,Flamigo,Flying,Fighting,500,82,115,74,75,64,90,1.6,37,14.5,FALSE,FALSE,Regular,Gen 9,TRUE
975,Cetitan,Ice,NA,521,170,113,65,45,55,73,4.5,700,34.6,FALSE,FALSE,Regular,Gen 9,FALSE
976,Veluza,Water,Psychic,478,90,102,73,78,65,70,2.5,90,14.4,FALSE,FALSE,Regular,Gen 9,TRUE
977,Dondozo,Water,NA,530,150,100,115,65,65,35,12,220,1.5,FALSE,FALSE,Regular,Gen 9,FALSE
978,Tatsugiri Curly Form,Dragon,Water,475,68,50,60,120,95,82,0.3,8,88.9,FALSE,FALSE,Regular,Gen 9,TRUE
978,Tatsugiri Droopy Form,Dragon,Water,475,68,50,60,120,95,82,0.3,8,88.9,FALSE,FALSE,Regular,Gen 9,TRUE
978,Tatsugiri Stretchy Form,Dragon,Water,475,68,50,60,120,95,82,0.3,8,88.9,FALSE,FALSE,Regular,Gen 9,TRUE
979,Annihilape,Fighting,Ghost,535,110,115,80,50,90,90,1.2,56,38.9,FALSE,FALSE,Regular,Gen 9,TRUE
980,Clodsire,Poison,Ground,430,130,75,60,45,100,20,1.8,223,68.8,FALSE,FALSE,Regular,Gen 9,TRUE
981,Farigiraf,Normal,Psychic,520,120,90,70,110,70,60,3.2,160,15.6,FALSE,FALSE,Regular,Gen 9,TRUE
982,Dudunsparce Three-Segment Form,Normal,NA,520,125,100,80,85,75,55,4.5,47.4,2.3,FALSE,FALSE,Regular,Gen 9,FALSE
982,Dudunsparce Two-Segment Form,Normal,NA,520,125,100,80,85,75,55,3.6,39.2,3,FALSE,FALSE,Regular,Gen 9,FALSE
983,Kingambit,Dark,Steel,550,100,135,120,60,85,50,2,120,30,FALSE,FALSE,Regular,Gen 9,TRUE
984,Great Tusk,Ground,Fighting,570,115,131,131,53,53,87,2.2,320,66.1,FALSE,TRUE,Paradox,Gen 9,TRUE
985,Scream Tail,Fairy,Psychic,570,115,65,99,65,115,111,1.2,8,5.6,FALSE,TRUE,Paradox,Gen 9,TRUE
986,Brute Bonnet,Grass,Dark,570,111,127,99,79,99,55,1.2,21,14.6,FALSE,TRUE,Paradox,Gen 9,TRUE
987,Flutter Mane,Ghost,Fairy,570,55,55,55,135,135,135,1.4,4,2,FALSE,TRUE,Paradox,Gen 9,TRUE
988,Slither Wing,Bug,Fighting,570,85,135,79,85,105,81,3.2,92,9,FALSE,TRUE,Paradox,Gen 9,TRUE
989,Sandy Shocks,Electric,Ground,570,85,81,97,121,85,101,2.3,60,11.3,FALSE,TRUE,Paradox,Gen 9,TRUE
990,Iron Treads,Ground,Steel,570,90,112,120,72,70,106,0.9,240,296.3,FALSE,TRUE,Paradox,Gen 9,TRUE
991,Iron Bundle,Ice,Water,570,56,80,114,124,60,136,0.6,11,30.6,FALSE,TRUE,Paradox,Gen 9,TRUE
992,Iron Hands,Fighting,Electric,570,154,140,108,50,68,50,1.8,380.7,117.5,FALSE,TRUE,Paradox,Gen 9,TRUE
993,Iron Jugulis,Dark,Flying,570,94,80,86,122,80,108,1.3,111,65.7,FALSE,TRUE,Paradox,Gen 9,TRUE
994,Iron Moth,Fire,Poison,570,80,70,60,140,110,110,1.2,36,25,FALSE,TRUE,Paradox,Gen 9,TRUE
995,Iron Thorns,Rock,Electric,570,100,134,110,70,84,72,1.6,303,118.4,FALSE,TRUE,Paradox,Gen 9,TRUE
998,Baxcalibur,Dragon,Ice,600,115,145,92,75,86,87,2.1,210,47.6,FALSE,FALSE,Regular,Gen 9,TRUE
1000,Gholdengo,Steel,Ghost,550,87,60,95,133,91,84,1.2,30,20.8,FALSE,FALSE,Regular,Gen 9,TRUE
1001,Wo-Chien,Dark,Grass,570,85,85,100,95,135,70,1.5,74.2,33,TRUE,TRUE,Legendary,Gen 9,TRUE
1002,Chien-Pao,Dark,Ice,570,80,120,80,90,65,135,1.9,152.2,42.2,TRUE,TRUE,Legendary,Gen 9,TRUE
1003,Ting-Lu,Dark,Ground,570,155,110,125,55,80,45,2.7,699.7,96,TRUE,TRUE,Legendary,Gen 9,TRUE
1004,Chi-Yu,Dark,Fire,570,55,80,80,135,120,100,0.4,4.9,30.6,TRUE,TRUE,Legendary,Gen 9,TRUE
1005,Roaring Moon,Dragon,Dark,590,105,139,71,55,101,119,2,380,95,FALSE,TRUE,Paradox,Gen 9,TRUE
1006,Iron Valiant,Fairy,Fighting,590,74,130,90,120,60,116,1.4,35,17.9,FALSE,TRUE,Paradox,Gen 9,TRUE
1007,Koraidon,Fighting,Dragon,670,100,135,115,85,100,135,2.5,303,48.5,TRUE,TRUE,Legendary,Gen 9,TRUE
1008,Miraidon,Electric,Dragon,670,100,85,100,135,115,135,3.5,240,19.6,TRUE,TRUE,Legendary,Gen 9,TRUE
1009,Walking Wake,Water,Dragon,590,99,83,91,125,83,109,3.5,280,22.9,FALSE,TRUE,Paradox,Gen 9,TRUE
1010,Iron Leaves,Grass,Psychic,590,90,130,88,70,108,104,1.5,125,55.6,FALSE,TRUE,Paradox,Gen 9,TRUE
1013,Sinistcha,Grass,Ghost,508,71,60,106,121,80,70,0.2,2.2,55,FALSE,FALSE,Regular,Gen 9,TRUE
1014,Okidogi,Poison,Fighting,555,88,128,115,58,86,80,1.8,92,28.4,TRUE,TRUE,Legendary,Gen 9,TRUE
1015,Munkidori,Poison,Psychic,555,88,75,66,130,90,106,1,12.2,12.2,TRUE,TRUE,Legendary,Gen 9,TRUE
1016,Fezandipiti,Poison,Fairy,555,88,91,82,70,125,99,1.4,30.1,15.4,TRUE,TRUE,Legendary,Gen 9,TRUE
1017,Ogerpon Teal Mask,Grass,NA,550,80,120,84,60,96,110,1.2,39.8,27.6,TRUE,TRUE,Legendary,Gen 9,FALSE
1017,Ogerpon Wellspring Mask,Grass,Water,550,80,120,84,60,96,110,1.2,39.8,27.6,TRUE,TRUE,Legendary,Gen 9,TRUE
1017,Ogerpon Hearthflame Mask,Grass,Fire,550,80,120,84,60,96,110,1.2,39.8,27.6,TRUE,TRUE,Legendary,Gen 9,TRUE
1017,Ogerpon Cornerstone Mask,Grass,Rock,550,80,120,84,60,96,110,1.2,39.8,27.6,TRUE,TRUE,Legendary,Gen 9,TRUE
1018,Archaludon,Steel,Dragon,600,90,105,130,125,65,85,2,60,15,FALSE,FALSE,Regular,Gen 9,TRUE
1019,Hydrapple,Grass,Dragon,540,106,80,110,120,80,44,1.8,93,28.7,FALSE,FALSE,Regular,Gen 9,TRUE
1020,Gouging Fire,Fire,Dragon,590,105,115,121,65,93,91,3.5,590,48.2,FALSE,TRUE,Paradox,Gen 9,TRUE
1021,Raging Bolt,Electric,Dragon,590,125,73,91,137,89,75,5.2,480,17.8,FALSE,TRUE,Paradox,Gen 9,TRUE
1022,Iron Boulder,Rock,Psychic,590,90,120,80,68,108,124,1.5,162.5,72.2,FALSE,TRUE,Paradox,Gen 9,TRUE
1023,Iron Crown,Steel,Psychic,590,90,72,100,122,108,98,1.6,156,60.9,FALSE,TRUE,Paradox,Gen 9,TRUE
1024,Terapagos Stellar Form,Normal,NA,700,160,105,110,130,110,85,1.7,77,26.6,TRUE,TRUE,Legendary,Gen 9,FALSE
1024,Terapagos Normal Form,Normal,NA,450,90,65,85,65,85,60,0.2,6.5,162.5,TRUE,TRUE,Legendary,Gen 9,FALSE
1024,Terapagos Terastal Form,Normal,NA,600,95,95,110,105,110,85,0.3,16,177.8,TRUE,TRUE,Legendary,Gen 9,FALSE
1025,Pecharunt,Poison,Ghost,600,88,88,160,88,88,88,0.3,0.3,3.3,FALSE,TRUE,Mythical,Gen 9,TRUE
